product_id,sku,model_name,category,size,color,average_on_hand,average_available,minimum_available,maximum_available,ending_on_hand,ending_available,snapshot_days,stockout_days,stockout_rate
1178,SON-SKY-C-XL-GR,Sky Island,eMTB,XL,Granite,47.969883641341546,47.969883641341546,12,80,70,70,1461,0,0.0
1154,SON-SKY-C-XS-GR,Sky Island,eMTB,XS,Granite,47.98631074606434,47.98631074606434,20,80,29,29,1461,0,0.0
1161,SON-SKY-C-S-CY,Sky Island,eMTB,S,Coyote,48.04517453798768,48.04517453798768,14,78,51,51,1461,0,0.0
1205,SON-SON-A-XL-IR,Sonoita,Gravel,XL,Ironwood,48.351813826146476,48.351813826146476,12,78,74,74,1461,0,0.0
1207,SON-SON-A-XL-SS,Sonoita,Gravel,XL,Sunset,48.52772073921971,48.52772073921971,16,79,36,36,1461,0,0.0
1185,SON-SON-A-XS-CY,Sonoita,Gravel,XS,Coyote,48.60917180013689,48.60917180013689,17,78,27,27,1461,0,0.0
1004,SON-CAT-C-XS-GR,Catalina,Cross Country,XS,Granite,48.87748117727584,48.87748117727584,12,79,54,54,1461,0,0.0
1124,SON-ORA-C-XS-GR,Oracle,Enduro,XS,Granite,49.02737850787132,49.02737850787132,11,80,55,55,1461,0,0.0
1032,SON-RIN-C-XS-SG,Rincon,Downcountry,XS,Saguaro,49.8870636550308,49.8870636550308,14,78,62,62,1461,0,0.0
1033,SON-RIN-C-XS-SS,Rincon,Downcountry,XS,Sunset,50.177275838466805,50.177275838466805,12,77,25,25,1461,0,0.0
1183,SON-SON-A-XS-SS,Sonoita,Gravel,XS,Sunset,50.233401779603014,50.233401779603014,19,80,80,80,1461,0,0.0
1209,SON-SON-A-XL-CY,Sonoita,Gravel,XL,Coyote,50.38466803559206,50.38466803559206,14,80,59,59,1461,0,0.0
1184,SON-SON-A-XS-GR,Sonoita,Gravel,XS,Granite,50.84462696783025,50.84462696783025,18,80,29,29,1461,0,0.0
1156,SON-SKY-C-XS-SK,Sky Island,eMTB,XS,Sky,51.31622176591376,51.31622176591376,18,80,43,43,1461,0,0.0
1152,SON-SKY-C-XS-SG,Sky Island,eMTB,XS,Saguaro,52.92402464065709,52.92402464065709,16,80,49,49,1461,0,0.0
1035,SON-RIN-C-XS-CY,Rincon,Downcountry,XS,Coyote,52.98699520876112,52.98699520876112,16,80,47,47,1461,0,0.0
1155,SON-SKY-C-XS-CY,Sky Island,eMTB,XS,Coyote,53.95756331279945,53.95756331279945,18,80,55,55,1461,0,0.0
