forecast_month,product_id,model_name,category,lookback_months,forecast_qty,actual_qty,forecast_error,absolute_error,absolute_percentage_error,seasonality_adjustment
2023-05-01,1043,Rincon,Downcountry,3,30,23,-7,7,0.30434782608695654,1.473
2023-06-01,1043,Rincon,Downcountry,3,28,26,-2,2,0.07692307692307693,1.13
2023-07-01,1043,Rincon,Downcountry,3,22,16,-6,6,0.375,0.896
2023-08-01,1043,Rincon,Downcountry,3,17,15,-2,2,0.13333333333333333,0.789
2023-09-01,1043,Rincon,Downcountry,3,15,17,2,2,0.11764705882352941,0.783
2023-10-01,1043,Rincon,Downcountry,3,12,7,-5,5,0.7142857142857143,0.738
2023-11-01,1043,Rincon,Downcountry,3,12,22,10,10,0.45454545454545453,0.906
2023-12-01,1043,Rincon,Downcountry,3,11,21,10,10,0.47619047619047616,0.735
2024-01-01,1043,Rincon,Downcountry,3,13,7,-6,6,0.8571428571428571,0.767
2024-02-01,1043,Rincon,Downcountry,3,17,8,-9,9,1.125,1.0
2024-03-01,1043,Rincon,Downcountry,3,18,13,-5,5,0.38461538461538464,1.5
2024-04-01,1043,Rincon,Downcountry,3,16,12,-4,4,0.3333333333333333,1.714
2024-05-01,1043,Rincon,Downcountry,3,16,28,12,12,0.42857142857142855,1.473
2024-06-01,1043,Rincon,Downcountry,3,20,23,3,3,0.13043478260869565,1.13
2024-07-01,1043,Rincon,Downcountry,3,19,43,24,24,0.5581395348837209,0.896
2024-08-01,1043,Rincon,Downcountry,3,25,24,-1,1,0.041666666666666664,0.789
2024-09-01,1043,Rincon,Downcountry,3,23,18,-5,5,0.2777777777777778,0.783
2024-10-01,1043,Rincon,Downcountry,3,21,17,-4,4,0.23529411764705882,0.738
2024-11-01,1043,Rincon,Downcountry,3,18,11,-7,7,0.6363636363636364,0.906
2024-12-01,1043,Rincon,Downcountry,3,11,10,-1,1,0.1,0.735
2025-01-01,1043,Rincon,Downcountry,3,10,15,5,5,0.3333333333333333,0.767
2025-02-01,1043,Rincon,Downcountry,3,12,11,-1,1,0.09090909090909091,1.0
2025-03-01,1043,Rincon,Downcountry,3,18,17,-1,1,0.058823529411764705,1.5
2025-04-01,1043,Rincon,Downcountry,3,25,27,2,2,0.07407407407407407,1.714
2025-05-01,1043,Rincon,Downcountry,3,27,27,0,0,0.0,1.473
2025-06-01,1043,Rincon,Downcountry,3,27,26,-1,1,0.038461538461538464,1.13
2025-07-01,1043,Rincon,Downcountry,3,24,43,19,19,0.4418604651162791,0.896
2025-08-01,1043,Rincon,Downcountry,3,25,17,-8,8,0.47058823529411764,0.789
2025-09-01,1043,Rincon,Downcountry,3,22,22,0,0,0.0,0.783
2025-10-01,1043,Rincon,Downcountry,3,20,11,-9,9,0.8181818181818182,0.738
2025-11-01,1043,Rincon,Downcountry,3,15,25,10,10,0.4,0.906
2025-12-01,1043,Rincon,Downcountry,3,14,11,-3,3,0.2727272727272727,0.735
2022-04-01,1044,Rincon,Downcountry,3,14,16,2,2,0.125,1.714
2022-05-01,1044,Rincon,Downcountry,3,16,24,8,8,0.3333333333333333,1.473
2022-06-01,1044,Rincon,Downcountry,3,17,39,22,22,0.5641025641025641,1.13
2022-07-01,1044,Rincon,Downcountry,3,24,22,-2,2,0.09090909090909091,0.896
2022-08-01,1044,Rincon,Downcountry,3,22,27,5,5,0.18518518518518517,0.789
2022-09-01,1044,Rincon,Downcountry,3,23,24,1,1,0.041666666666666664,0.783
2022-10-01,1044,Rincon,Downcountry,3,18,23,5,5,0.21739130434782608,0.738
2022-11-01,1044,Rincon,Downcountry,3,22,28,6,6,0.21428571428571427,0.906
2022-12-01,1044,Rincon,Downcountry,3,18,5,-13,13,2.6,0.735
2023-01-01,1044,Rincon,Downcountry,3,14,8,-6,6,0.75,0.767
2023-02-01,1044,Rincon,Downcountry,3,14,11,-3,3,0.2727272727272727,1.0
2023-03-01,1044,Rincon,Downcountry,3,12,29,17,17,0.5862068965517241,1.5
2023-04-01,1044,Rincon,Downcountry,3,27,13,-14,14,1.0769230769230769,1.714
2023-05-01,1044,Rincon,Downcountry,3,26,40,14,14,0.35,1.473
2023-06-01,1044,Rincon,Downcountry,3,31,21,-10,10,0.47619047619047616,1.13
2023-07-01,1044,Rincon,Downcountry,3,22,11,-11,11,1.0,0.896
2023-08-01,1044,Rincon,Downcountry,3,19,26,7,7,0.2692307692307692,0.789
2023-09-01,1044,Rincon,Downcountry,3,15,17,2,2,0.11764705882352941,0.783
2023-10-01,1044,Rincon,Downcountry,3,13,23,10,10,0.43478260869565216,0.738
2023-11-01,1044,Rincon,Downcountry,3,20,11,-9,9,0.8181818181818182,0.906
2023-12-01,1044,Rincon,Downcountry,3,12,12,0,0,0.0,0.735
2024-01-01,1044,Rincon,Downcountry,3,12,18,6,6,0.3333333333333333,0.767
2024-02-01,1044,Rincon,Downcountry,3,14,13,-1,1,0.07692307692307693,1.0
2024-03-01,1044,Rincon,Downcountry,3,22,23,1,1,0.043478260869565216,1.5
2024-04-01,1044,Rincon,Downcountry,3,31,14,-17,17,1.2142857142857142,1.714
2024-05-01,1044,Rincon,Downcountry,3,25,46,21,21,0.45652173913043476,1.473
2024-06-01,1044,Rincon,Downcountry,3,31,22,-9,9,0.4090909090909091,1.13
2024-07-01,1044,Rincon,Downcountry,3,24,34,10,10,0.29411764705882354,0.896
2024-08-01,1044,Rincon,Downcountry,3,27,14,-13,13,0.9285714285714286,0.789
2024-09-01,1044,Rincon,Downcountry,3,18,15,-3,3,0.2,0.783
2024-10-01,1044,Rincon,Downcountry,3,15,9,-6,6,0.6666666666666666,0.738
2024-11-01,1044,Rincon,Downcountry,3,11,18,7,7,0.3888888888888889,0.906
2024-12-01,1044,Rincon,Downcountry,3,10,5,-5,5,1.0,0.735
2025-01-01,1044,Rincon,Downcountry,3,8,9,1,1,0.1111111111111111,0.767
2025-02-01,1044,Rincon,Downcountry,3,11,27,16,16,0.5925925925925926,1.0
2025-03-01,1044,Rincon,Downcountry,3,20,18,-2,2,0.1111111111111111,1.5
2025-04-01,1044,Rincon,Downcountry,3,31,24,-7,7,0.2916666666666667,1.714
2025-05-01,1044,Rincon,Downcountry,3,34,31,-3,3,0.0967741935483871,1.473
2025-06-01,1044,Rincon,Downcountry,3,28,21,-7,7,0.3333333333333333,1.13
2025-07-01,1044,Rincon,Downcountry,3,23,8,-15,15,1.875,0.896
2025-08-01,1044,Rincon,Downcountry,3,16,14,-2,2,0.14285714285714285,0.789
2025-09-01,1044,Rincon,Downcountry,3,11,21,10,10,0.47619047619047616,0.783
2025-10-01,1044,Rincon,Downcountry,3,11,12,1,1,0.08333333333333333,0.738
2025-11-01,1044,Rincon,Downcountry,3,14,14,0,0,0.0,0.906
2025-12-01,1044,Rincon,Downcountry,3,12,3,-9,9,3.0,0.735
2022-04-01,1045,Rincon,Downcountry,3,21,18,-3,3,0.16666666666666666,1.714
2022-05-01,1045,Rincon,Downcountry,3,23,42,19,19,0.4523809523809524,1.473
2022-06-01,1045,Rincon,Downcountry,3,28,22,-6,6,0.2727272727272727,1.13
2022-07-01,1045,Rincon,Downcountry,3,24,22,-2,2,0.09090909090909091,0.896
2022-08-01,1045,Rincon,Downcountry,3,23,27,4,4,0.14814814814814814,0.789
2022-09-01,1045,Rincon,Downcountry,3,19,20,1,1,0.05,0.783
2022-10-01,1045,Rincon,Downcountry,3,17,10,-7,7,0.7,0.738
2022-11-01,1045,Rincon,Downcountry,3,17,9,-8,8,0.8888888888888888,0.906
2022-12-01,1045,Rincon,Downcountry,3,10,13,3,3,0.23076923076923078,0.735
2023-01-01,1045,Rincon,Downcountry,3,8,11,3,3,0.2727272727272727,0.767
2023-02-01,1045,Rincon,Downcountry,3,11,3,-8,8,2.6666666666666665,1.0
2023-03-01,1045,Rincon,Downcountry,3,14,36,22,22,0.6111111111111112,1.5
2023-04-01,1045,Rincon,Downcountry,3,29,24,-5,5,0.20833333333333334,1.714
2023-05-01,1045,Rincon,Downcountry,3,31,25,-6,6,0.24,1.473
2023-06-01,1045,Rincon,Downcountry,3,32,17,-15,15,0.8823529411764706,1.13
2023-07-01,1045,Rincon,Downcountry,3,20,35,15,15,0.42857142857142855,0.896
2023-08-01,1045,Rincon,Downcountry,3,20,23,3,3,0.13043478260869565,0.789
2023-09-01,1045,Rincon,Downcountry,3,20,18,-2,2,0.1111111111111111,0.783
2023-10-01,1045,Rincon,Downcountry,3,19,10,-9,9,0.9,0.738
2023-11-01,1045,Rincon,Downcountry,3,15,16,1,1,0.0625,0.906
2023-12-01,1045,Rincon,Downcountry,3,11,8,-3,3,0.375,0.735
2024-01-01,1045,Rincon,Downcountry,3,9,8,-1,1,0.125,0.767
2024-02-01,1045,Rincon,Downcountry,3,11,8,-3,3,0.375,1.0
2024-03-01,1045,Rincon,Downcountry,3,12,12,0,0,0.0,1.5
2024-04-01,1045,Rincon,Downcountry,3,16,11,-5,5,0.45454545454545453,1.714
2024-05-01,1045,Rincon,Downcountry,3,15,23,8,8,0.34782608695652173,1.473
2024-06-01,1045,Rincon,Downcountry,3,17,35,18,18,0.5142857142857142,1.13
2024-07-01,1045,Rincon,Downcountry,3,21,28,7,7,0.25,0.896
2024-08-01,1045,Rincon,Downcountry,3,23,20,-3,3,0.15,0.789
2024-09-01,1045,Rincon,Downcountry,3,22,20,-2,2,0.1,0.783
2024-10-01,1045,Rincon,Downcountry,3,17,20,3,3,0.15,0.738
2024-11-01,1045,Rincon,Downcountry,3,18,11,-7,7,0.6363636363636364,0.906
2024-12-01,1045,Rincon,Downcountry,3,12,6,-6,6,1.0,0.735
2025-01-01,1045,Rincon,Downcountry,3,9,9,0,0,0.0,0.767
2025-02-01,1045,Rincon,Downcountry,3,9,9,0,0,0.0,1.0
2025-03-01,1045,Rincon,Downcountry,3,12,18,6,6,0.3333333333333333,1.5
2025-04-01,1045,Rincon,Downcountry,3,21,34,13,13,0.38235294117647056,1.714
2025-05-01,1045,Rincon,Downcountry,3,30,25,-5,5,0.2,1.473
2025-06-01,1045,Rincon,Downcountry,3,29,29,0,0,0.0,1.13
2025-07-01,1045,Rincon,Downcountry,3,26,17,-9,9,0.5294117647058824,0.896
2025-08-01,1045,Rincon,Downcountry,3,19,10,-9,9,0.9,0.789
2025-09-01,1045,Rincon,Downcountry,3,15,24,9,9,0.375,0.783
2025-10-01,1045,Rincon,Downcountry,3,13,3,-10,10,3.3333333333333335,0.738
2025-11-01,1045,Rincon,Downcountry,3,11,28,17,17,0.6071428571428571,0.906
2025-12-01,1045,Rincon,Downcountry,3,13,18,5,5,0.2777777777777778,0.735
2022-04-01,1046,Rincon,Downcountry,3,27,30,3,3,0.1,1.714
2022-05-01,1046,Rincon,Downcountry,3,32,20,-12,12,0.6,1.473
2022-06-01,1046,Rincon,Downcountry,3,29,21,-8,8,0.38095238095238093,1.13
2022-07-01,1046,Rincon,Downcountry,3,21,15,-6,6,0.4,0.896
2022-08-01,1046,Rincon,Downcountry,3,15,16,1,1,0.0625,0.789
2022-09-01,1046,Rincon,Downcountry,3,14,10,-4,4,0.4,0.783
2022-10-01,1046,Rincon,Downcountry,3,10,9,-1,1,0.1111111111111111,0.738
2022-11-01,1046,Rincon,Downcountry,3,11,27,16,16,0.5925925925925926,0.906
2022-12-01,1046,Rincon,Downcountry,3,11,11,0,0,0.0,0.735
2023-01-01,1046,Rincon,Downcountry,3,12,8,-4,4,0.5,0.767
2023-02-01,1046,Rincon,Downcountry,3,15,3,-12,12,4.0,1.0
2023-03-01,1046,Rincon,Downcountry,3,11,33,22,22,0.6666666666666666,1.5
2023-04-01,1046,Rincon,Downcountry,3,25,25,0,0,0.0,1.714
2023-05-01,1046,Rincon,Downcountry,3,30,21,-9,9,0.42857142857142855,1.473
2023-06-01,1046,Rincon,Downcountry,3,30,25,-5,5,0.2,1.13
2023-07-01,1046,Rincon,Downcountry,3,21,34,13,13,0.38235294117647056,0.896
2023-08-01,1046,Rincon,Downcountry,3,21,29,8,8,0.27586206896551724,0.789
2023-09-01,1046,Rincon,Downcountry,3,23,10,-13,13,1.3,0.783
2023-10-01,1046,Rincon,Downcountry,3,18,12,-6,6,0.5,0.738
2023-11-01,1046,Rincon,Downcountry,3,15,19,4,4,0.21052631578947367,0.906
2023-12-01,1046,Rincon,Downcountry,3,10,9,-1,1,0.1111111111111111,0.735
2024-01-01,1046,Rincon,Downcountry,3,10,7,-3,3,0.42857142857142855,0.767
2024-02-01,1046,Rincon,Downcountry,3,12,6,-6,6,1.0,1.0
2024-03-01,1046,Rincon,Downcountry,3,11,23,12,12,0.5217391304347826,1.5
2024-04-01,1046,Rincon,Downcountry,3,21,22,1,1,0.045454545454545456,1.714
2024-05-01,1046,Rincon,Downcountry,3,25,35,10,10,0.2857142857142857,1.473
2024-06-01,1046,Rincon,Downcountry,3,30,23,-7,7,0.30434782608695654,1.13
2024-07-01,1046,Rincon,Downcountry,3,24,17,-7,7,0.4117647058823529,0.896
2024-08-01,1046,Rincon,Downcountry,3,20,30,10,10,0.3333333333333333,0.789
2024-09-01,1046,Rincon,Downcountry,3,18,12,-6,6,0.5,0.783
2024-10-01,1046,Rincon,Downcountry,3,15,15,0,0,0.0,0.738
2024-11-01,1046,Rincon,Downcountry,3,17,9,-8,8,0.8888888888888888,0.906
2024-12-01,1046,Rincon,Downcountry,3,9,23,14,14,0.6086956521739131,0.735
2025-01-01,1046,Rincon,Downcountry,3,12,8,-4,4,0.5,0.767
2025-02-01,1046,Rincon,Downcountry,3,13,19,6,6,0.3157894736842105,1.0
2025-03-01,1046,Rincon,Downcountry,3,25,9,-16,16,1.7777777777777777,1.5
2025-04-01,1046,Rincon,Downcountry,3,21,19,-2,2,0.10526315789473684,1.714
2025-05-01,1046,Rincon,Downcountry,3,23,30,7,7,0.23333333333333334,1.473
2025-06-01,1046,Rincon,Downcountry,3,22,30,8,8,0.26666666666666666,1.13
2025-07-01,1046,Rincon,Downcountry,3,24,22,-2,2,0.09090909090909091,0.896
2025-08-01,1046,Rincon,Downcountry,3,22,8,-14,14,1.75,0.789
2025-09-01,1046,Rincon,Downcountry,3,16,39,23,23,0.5897435897435898,0.783
2025-10-01,1046,Rincon,Downcountry,3,17,15,-2,2,0.13333333333333333,0.738
2025-11-01,1046,Rincon,Downcountry,3,19,21,2,2,0.09523809523809523,0.906
2025-12-01,1046,Rincon,Downcountry,3,18,16,-2,2,0.125,0.735
2022-04-01,1047,Rincon,Downcountry,3,17,23,6,6,0.2608695652173913,1.714
2022-05-01,1047,Rincon,Downcountry,3,22,24,2,2,0.08333333333333333,1.473
2022-06-01,1047,Rincon,Downcountry,3,23,22,-1,1,0.045454545454545456,1.13
2022-07-01,1047,Rincon,Downcountry,3,21,21,0,0,0.0,0.896
2022-08-01,1047,Rincon,Downcountry,3,18,32,14,14,0.4375,0.789
2022-09-01,1047,Rincon,Downcountry,3,20,10,-10,10,1.0,0.783
2022-10-01,1047,Rincon,Downcountry,3,15,10,-5,5,0.5,0.738
2022-11-01,1047,Rincon,Downcountry,3,16,22,6,6,0.2727272727272727,0.906
2022-12-01,1047,Rincon,Downcountry,3,10,11,1,1,0.09090909090909091,0.735
2023-01-01,1047,Rincon,Downcountry,3,11,13,2,2,0.15384615384615385,0.767
2023-02-01,1047,Rincon,Downcountry,3,15,12,-3,3,0.25,1.0
2023-03-01,1047,Rincon,Downcountry,3,18,27,9,9,0.3333333333333333,1.5
2023-04-01,1047,Rincon,Downcountry,3,30,24,-6,6,0.25,1.714
2023-05-01,1047,Rincon,Downcountry,3,31,39,8,8,0.20512820512820512,1.473
2023-06-01,1047,Rincon,Downcountry,3,34,8,-26,26,3.25,1.13
2023-07-01,1047,Rincon,Downcountry,3,21,35,14,14,0.4,0.896
2023-08-01,1047,Rincon,Downcountry,3,22,16,-6,6,0.375,0.789
2023-09-01,1047,Rincon,Downcountry,3,15,10,-5,5,0.5,0.783
2023-10-01,1047,Rincon,Downcountry,3,15,12,-3,3,0.25,0.738
2023-11-01,1047,Rincon,Downcountry,3,11,20,9,9,0.45,0.906
2023-12-01,1047,Rincon,Downcountry,3,10,19,9,9,0.47368421052631576,0.735
2024-01-01,1047,Rincon,Downcountry,3,13,7,-6,6,0.8571428571428571,0.767
2024-02-01,1047,Rincon,Downcountry,3,15,14,-1,1,0.07142857142857142,1.0
2024-03-01,1047,Rincon,Downcountry,3,20,25,5,5,0.2,1.5
2024-04-01,1047,Rincon,Downcountry,3,26,24,-2,2,0.08333333333333333,1.714
2024-05-01,1047,Rincon,Downcountry,3,31,30,-1,1,0.03333333333333333,1.473
2024-06-01,1047,Rincon,Downcountry,3,30,23,-7,7,0.30434782608695654,1.13
2024-07-01,1047,Rincon,Downcountry,3,23,20,-3,3,0.15,0.896
2024-08-01,1047,Rincon,Downcountry,3,19,38,19,19,0.5,0.789
2024-09-01,1047,Rincon,Downcountry,3,21,35,14,14,0.4,0.783
2024-10-01,1047,Rincon,Downcountry,3,23,18,-5,5,0.2777777777777778,0.738
2024-11-01,1047,Rincon,Downcountry,3,27,15,-12,12,0.8,0.906
2024-12-01,1047,Rincon,Downcountry,3,17,5,-12,12,2.4,0.735
2025-01-01,1047,Rincon,Downcountry,3,10,7,-3,3,0.42857142857142855,0.767
2025-02-01,1047,Rincon,Downcountry,3,9,20,11,11,0.55,1.0
2025-03-01,1047,Rincon,Downcountry,3,16,23,7,7,0.30434782608695654,1.5
2025-04-01,1047,Rincon,Downcountry,3,29,27,-2,2,0.07407407407407407,1.714
2025-05-01,1047,Rincon,Downcountry,3,34,41,7,7,0.17073170731707318,1.473
2025-06-01,1047,Rincon,Downcountry,3,34,34,0,0,0.0,1.13
2025-07-01,1047,Rincon,Downcountry,3,30,33,3,3,0.09090909090909091,0.896
2025-08-01,1047,Rincon,Downcountry,3,28,11,-17,17,1.5454545454545454,0.789
2025-09-01,1047,Rincon,Downcountry,3,20,21,1,1,0.047619047619047616,0.783
2025-10-01,1047,Rincon,Downcountry,3,16,13,-3,3,0.23076923076923078,0.738
2025-11-01,1047,Rincon,Downcountry,3,14,25,11,11,0.44,0.906
2025-12-01,1047,Rincon,Downcountry,3,14,19,5,5,0.2631578947368421,0.735
2022-04-01,1048,Rincon,Downcountry,3,27,34,7,7,0.20588235294117646,1.714
2022-05-01,1048,Rincon,Downcountry,3,33,17,-16,16,0.9411764705882353,1.473
2022-06-01,1048,Rincon,Downcountry,3,31,21,-10,10,0.47619047619047616,1.13
2022-07-01,1048,Rincon,Downcountry,3,22,19,-3,3,0.15789473684210525,0.896
2022-08-01,1048,Rincon,Downcountry,3,15,30,15,15,0.5,0.789
2022-09-01,1048,Rincon,Downcountry,3,18,26,8,8,0.3076923076923077,0.783
2022-10-01,1048,Rincon,Downcountry,3,18,15,-3,3,0.2,0.738
2022-11-01,1048,Rincon,Downcountry,3,21,9,-12,12,1.3333333333333333,0.906
2022-12-01,1048,Rincon,Downcountry,3,12,5,-7,7,1.4,0.735
2023-01-01,1048,Rincon,Downcountry,3,7,6,-1,1,0.16666666666666666,0.767
2023-02-01,1048,Rincon,Downcountry,3,7,19,12,12,0.631578947368421,1.0
2023-03-01,1048,Rincon,Downcountry,3,15,17,2,2,0.11764705882352941,1.5
2023-04-01,1048,Rincon,Downcountry,3,24,38,14,14,0.3684210526315789,1.714
2023-05-01,1048,Rincon,Downcountry,3,36,46,10,10,0.21739130434782608,1.473
2023-06-01,1048,Rincon,Downcountry,3,38,16,-22,22,1.375,1.13
2023-07-01,1048,Rincon,Downcountry,3,30,30,0,0,0.0,0.896
2023-08-01,1048,Rincon,Downcountry,3,24,44,20,20,0.45454545454545453,0.789
2023-09-01,1048,Rincon,Downcountry,3,23,15,-8,8,0.5333333333333333,0.783
2023-10-01,1048,Rincon,Downcountry,3,22,24,2,2,0.08333333333333333,0.738
2023-11-01,1048,Rincon,Downcountry,3,25,12,-13,13,1.0833333333333333,0.906
2023-12-01,1048,Rincon,Downcountry,3,12,25,13,13,0.52,0.735
2024-01-01,1048,Rincon,Downcountry,3,16,6,-10,10,1.6666666666666667,0.767
2024-02-01,1048,Rincon,Downcountry,3,14,9,-5,5,0.5555555555555556,1.0
2024-03-01,1048,Rincon,Downcountry,3,20,21,1,1,0.047619047619047616,1.5
2024-04-01,1048,Rincon,Downcountry,3,21,18,-3,3,0.16666666666666666,1.714
2024-05-01,1048,Rincon,Downcountry,3,24,22,-2,2,0.09090909090909091,1.473
2024-06-01,1048,Rincon,Downcountry,3,23,44,21,21,0.4772727272727273,1.13
2024-07-01,1048,Rincon,Downcountry,3,25,19,-6,6,0.3157894736842105,0.896
2024-08-01,1048,Rincon,Downcountry,3,22,27,5,5,0.18518518518518517,0.789
2024-09-01,1048,Rincon,Downcountry,3,23,27,4,4,0.14814814814814814,0.783
2024-10-01,1048,Rincon,Downcountry,3,18,10,-8,8,0.8,0.738
2024-11-01,1048,Rincon,Downcountry,3,19,13,-6,6,0.46153846153846156,0.906
2024-12-01,1048,Rincon,Downcountry,3,12,13,1,1,0.07692307692307693,0.735
2025-01-01,1048,Rincon,Downcountry,3,9,5,-4,4,0.8,0.767
2025-02-01,1048,Rincon,Downcountry,3,10,20,10,10,0.5,1.0
2025-03-01,1048,Rincon,Downcountry,3,19,18,-1,1,0.05555555555555555,1.5
2025-04-01,1048,Rincon,Downcountry,3,25,23,-2,2,0.08695652173913043,1.714
2025-05-01,1048,Rincon,Downcountry,3,30,30,0,0,0.0,1.473
2025-06-01,1048,Rincon,Downcountry,3,27,25,-2,2,0.08,1.13
2025-07-01,1048,Rincon,Downcountry,3,23,21,-2,2,0.09523809523809523,0.896
2025-08-01,1048,Rincon,Downcountry,3,20,24,4,4,0.16666666666666666,0.789
2025-09-01,1048,Rincon,Downcountry,3,18,19,1,1,0.05263157894736842,0.783
2025-10-01,1048,Rincon,Downcountry,3,16,23,7,7,0.30434782608695654,0.738
2025-11-01,1048,Rincon,Downcountry,3,20,22,2,2,0.09090909090909091,0.906
2025-12-01,1048,Rincon,Downcountry,3,16,12,-4,4,0.3333333333333333,0.735
2022-04-01,1049,Rincon,Downcountry,3,18,16,-2,2,0.125,1.714
2022-05-01,1049,Rincon,Downcountry,3,18,24,6,6,0.25,1.473
2022-06-01,1049,Rincon,Downcountry,3,21,23,2,2,0.08695652173913043,1.13
2022-07-01,1049,Rincon,Downcountry,3,19,22,3,3,0.13636363636363635,0.896
2022-08-01,1049,Rincon,Downcountry,3,18,24,6,6,0.25,0.789
2022-09-01,1049,Rincon,Downcountry,3,18,13,-5,5,0.38461538461538464,0.783
2022-10-01,1049,Rincon,Downcountry,3,15,8,-7,7,0.875,0.738
2022-11-01,1049,Rincon,Downcountry,3,14,12,-2,2,0.16666666666666666,0.906
2022-12-01,1049,Rincon,Downcountry,3,8,6,-2,2,0.3333333333333333,0.735
2023-01-01,1049,Rincon,Downcountry,3,7,6,-1,1,0.16666666666666666,0.767
2023-02-01,1049,Rincon,Downcountry,3,8,6,-2,2,0.3333333333333333,1.0
2023-03-01,1049,Rincon,Downcountry,3,9,11,2,2,0.18181818181818182,1.5
2023-04-01,1049,Rincon,Downcountry,3,13,26,13,13,0.5,1.714
2023-05-01,1049,Rincon,Downcountry,3,21,20,-1,1,0.05,1.473
2023-06-01,1049,Rincon,Downcountry,3,21,24,3,3,0.125,1.13
2023-07-01,1049,Rincon,Downcountry,3,21,15,-6,6,0.4,0.896
2023-08-01,1049,Rincon,Downcountry,3,16,25,9,9,0.36,0.789
2023-09-01,1049,Rincon,Downcountry,3,17,12,-5,5,0.4166666666666667,0.783
2023-10-01,1049,Rincon,Downcountry,3,13,18,5,5,0.2777777777777778,0.738
2023-11-01,1049,Rincon,Downcountry,3,17,20,3,3,0.15,0.906
2023-12-01,1049,Rincon,Downcountry,3,12,11,-1,1,0.09090909090909091,0.735
2024-01-01,1049,Rincon,Downcountry,3,13,6,-7,7,1.1666666666666667,0.767
2024-02-01,1049,Rincon,Downcountry,3,12,10,-2,2,0.2,1.0
2024-03-01,1049,Rincon,Downcountry,3,14,4,-10,10,2.5,1.5
2024-04-01,1049,Rincon,Downcountry,3,11,8,-3,3,0.375,1.714
2024-05-01,1049,Rincon,Downcountry,3,11,42,31,31,0.7380952380952381,1.473
2024-06-01,1049,Rincon,Downcountry,3,20,27,7,7,0.25925925925925924,1.13
2024-07-01,1049,Rincon,Downcountry,3,23,22,-1,1,0.045454545454545456,0.896
2024-08-01,1049,Rincon,Downcountry,3,24,15,-9,9,0.6,0.789
2024-09-01,1049,Rincon,Downcountry,3,17,24,7,7,0.2916666666666667,0.783
2024-10-01,1049,Rincon,Downcountry,3,15,10,-5,5,0.5,0.738
2024-11-01,1049,Rincon,Downcountry,3,15,6,-9,9,1.5,0.906
2024-12-01,1049,Rincon,Downcountry,3,10,21,11,11,0.5238095238095238,0.735
2025-01-01,1049,Rincon,Downcountry,3,9,19,10,10,0.5263157894736842,0.767
2025-02-01,1049,Rincon,Downcountry,3,15,13,-2,2,0.15384615384615385,1.0
2025-03-01,1049,Rincon,Downcountry,3,26,14,-12,12,0.8571428571428571,1.5
2025-04-01,1049,Rincon,Downcountry,3,26,17,-9,9,0.5294117647058824,1.714
2025-05-01,1049,Rincon,Downcountry,3,22,20,-2,2,0.1,1.473
2025-06-01,1049,Rincon,Downcountry,3,19,15,-4,4,0.26666666666666666,1.13
2025-07-01,1049,Rincon,Downcountry,3,16,11,-5,5,0.45454545454545453,0.896
2025-08-01,1049,Rincon,Downcountry,3,12,18,6,6,0.3333333333333333,0.789
2025-09-01,1049,Rincon,Downcountry,3,11,11,0,0,0.0,0.783
2025-10-01,1049,Rincon,Downcountry,3,10,17,7,7,0.4117647058823529,0.738
2025-11-01,1049,Rincon,Downcountry,3,14,20,6,6,0.3,0.906
2025-12-01,1049,Rincon,Downcountry,3,12,6,-6,6,1.0,0.735
2022-04-01,1050,Rincon,Downcountry,3,13,17,4,4,0.23529411764705882,1.714
2022-05-01,1050,Rincon,Downcountry,3,17,31,14,14,0.45161290322580644,1.473
2022-06-01,1050,Rincon,Downcountry,3,23,32,9,9,0.28125,1.13
2022-07-01,1050,Rincon,Downcountry,3,24,13,-11,11,0.8461538461538461,0.896
2022-08-01,1050,Rincon,Downcountry,3,20,6,-14,14,2.3333333333333335,0.789
2022-09-01,1050,Rincon,Downcountry,3,13,28,15,15,0.5357142857142857,0.783
2022-10-01,1050,Rincon,Downcountry,3,12,13,1,1,0.07692307692307693,0.738
2022-11-01,1050,Rincon,Downcountry,3,14,10,-4,4,0.4,0.906
2022-12-01,1050,Rincon,Downcountry,3,12,14,2,2,0.14285714285714285,0.735
2023-01-01,1050,Rincon,Downcountry,3,9,6,-3,3,0.5,0.767
2023-02-01,1050,Rincon,Downcountry,3,10,10,0,0,0.0,1.0
2023-03-01,1050,Rincon,Downcountry,3,15,14,-1,1,0.07142857142857142,1.5
2023-04-01,1050,Rincon,Downcountry,3,17,26,9,9,0.34615384615384615,1.714
2023-05-01,1050,Rincon,Downcountry,3,25,21,-4,4,0.19047619047619047,1.473
2023-06-01,1050,Rincon,Downcountry,3,23,20,-3,3,0.15,1.13
2023-07-01,1050,Rincon,Downcountry,3,20,12,-8,8,0.6666666666666666,0.896
2023-08-01,1050,Rincon,Downcountry,3,14,16,2,2,0.125,0.789
2023-09-01,1050,Rincon,Downcountry,3,13,13,0,0,0.0,0.783
2023-10-01,1050,Rincon,Downcountry,3,10,8,-2,2,0.25,0.738
2023-11-01,1050,Rincon,Downcountry,3,11,7,-4,4,0.5714285714285714,0.906
2023-12-01,1050,Rincon,Downcountry,3,7,11,4,4,0.36363636363636365,0.735
2024-01-01,1050,Rincon,Downcountry,3,7,16,9,9,0.5625,0.767
2024-02-01,1050,Rincon,Downcountry,3,11,4,-7,7,1.75,1.0
