sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO104531,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104532,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104533,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104534,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104535,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104536,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104537,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104538,2022-06-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,13698.0
SO104539,2022-06-21,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,46367.32
SO104540,2022-06-21,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,14381.1
SO104541,2022-06-21,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,31127.2
SO104542,2022-06-21,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,43018.7
SO104543,2022-06-21,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,36883.8
SO104544,2022-06-21,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,9793.52
SO104545,2022-06-21,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,34559.3
SO104546,2022-06-21,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,46159.3
SO104547,2022-06-21,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,26407.04
SO104548,2022-06-21,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,27955.8
SO104549,2022-06-21,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26254.8
SO104550,2022-06-21,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,14427.4
SO104551,2022-06-21,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16797.04
SO104552,2022-06-21,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,13141.52
SO104553,2022-06-21,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,25863.5
SO104554,2022-06-21,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,45557.2
SO104555,2022-06-21,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,36997.04
SO104556,2022-06-21,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,17397.68
SO104557,2022-06-21,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,18671.94
SO104558,2022-06-21,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,27429.94
SO104559,2022-06-21,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,37108.5
SO104560,2022-06-21,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,11597.1
SO104561,2022-06-21,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,18149.36
SO104562,2022-06-21,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,36074.7
SO104563,2022-06-21,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,69407.65
SO104564,2022-06-21,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,12768.9
SO104565,2022-06-21,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,39665.04
SO104566,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104567,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104568,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104569,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104570,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104571,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104572,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9698.0
SO104573,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104574,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104575,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104576,2022-06-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104577,2022-06-22,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,25290.42
SO104578,2022-06-22,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,21943.04
SO104579,2022-06-22,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,29114.15
SO104580,2022-06-22,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26778.42
SO104581,2022-06-22,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,25339.62
SO104582,2022-06-22,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,17105.94
SO104583,2022-06-22,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24235.18
SO104584,2022-06-22,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,11405.52
SO104585,2022-06-22,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,11405.52
SO104586,2022-06-22,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37346.2
SO104587,2022-06-22,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,34773.32
SO104588,2022-06-22,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12397.52
SO104589,2022-06-22,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,38247.8
SO104590,2022-06-22,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,49323.95
SO104591,2022-06-22,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32727.32
SO104592,2022-06-22,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17355.66
SO104593,2022-06-22,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,53804.84
SO104594,2022-06-22,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21898.5
SO104595,2022-06-22,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,16873.94
SO104596,2022-06-22,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,22383.94
SO104597,2022-06-22,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,10290.14
SO104598,2022-06-22,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,7810.14
SO104599,2022-06-22,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,24955.45
SO104600,2022-06-22,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,18472.28
SO104601,2022-06-22,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,20456.28
SO104602,2022-06-22,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,22314.42
SO104603,2022-06-22,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,20006.52
SO104604,2022-06-22,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,12521.52
SO104605,2022-06-22,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,16246.1
SO104606,2022-06-22,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,14690.28
SO104607,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104608,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104609,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104610,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104611,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104612,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104613,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104614,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104615,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104616,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104617,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104618,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104619,2022-06-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104620,2022-06-23,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,23246.9
SO104621,2022-06-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,5682.84
SO104622,2022-06-23,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,11017.68
SO104623,2022-06-23,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,53679.6
SO104624,2022-06-23,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,13337.1
SO104625,2022-06-23,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,17108.28
SO104626,2022-06-23,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,25344.8
SO104627,2022-06-23,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,10599.52
SO104628,2022-06-23,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,4958.76
SO104629,2022-06-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,38504.46
SO104630,2022-06-23,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,25044.28
SO104631,2022-06-23,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,15000.9
SO104632,2022-06-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,28762.2
SO104633,2022-06-23,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,31372.78
SO104634,2022-06-23,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,10910.14
SO104635,2022-06-23,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,51698.7
SO104636,2022-06-23,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32730.42
SO104637,2022-06-23,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,26158.42
SO104638,2022-06-23,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,33225.18
SO104639,2022-06-23,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,25663.04
SO104640,2022-06-23,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,21446.1
SO104641,2022-06-23,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,24935.36
SO104642,2022-06-23,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,14947.4
SO104643,2022-06-23,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,27164.8
SO104644,2022-06-23,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,41722.85
SO104645,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104646,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO104647,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104648,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104649,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104650,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104651,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104652,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104653,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104654,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9798.0
SO104655,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104656,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104657,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104658,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104659,2022-06-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104660,2022-06-24,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,26098.28
SO104661,2022-06-24,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,27034.8
SO104662,2022-06-24,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,30682.56
SO104663,2022-06-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,44692.7
SO104664,2022-06-24,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,28325.94
SO104665,2022-06-24,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,37814.42
SO104666,2022-06-24,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,44127.85
SO104667,2022-06-24,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,21704.8
SO104668,2022-06-24,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,9812.4
SO104669,2022-06-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,8926.14
SO104670,2022-06-24,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,39426.42
SO104671,2022-06-24,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,23657.62
SO104672,2022-06-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,16302.28
SO104673,2022-06-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,41221.94
SO104674,2022-06-24,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,43949.94
SO104675,2022-06-24,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,7066.76
SO104676,2022-06-24,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,36015.18
SO104677,2022-06-24,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,37438.7
SO104678,2022-06-24,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,11307.4
SO104679,2022-06-24,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,23183.04
SO104680,2022-06-24,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,34097.04
SO104681,2022-06-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,12521.52
SO104682,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104683,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO104684,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104685,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104686,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104687,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104688,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104689,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104690,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104691,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104692,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104693,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104694,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104695,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104696,2022-06-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO104697,2022-06-25,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,22811.04
SO104698,2022-06-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37636.78
SO104699,2022-06-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37809.62
SO104700,2022-06-25,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,15077.1
SO104701,2022-06-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,29806.78
SO104702,2022-06-25,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,18324.52
SO104703,2022-06-25,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,13140.28
SO104704,2022-06-25,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,31365.8
SO104705,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104706,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104707,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104708,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104709,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104710,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104711,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104712,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104713,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104714,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104715,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104716,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104717,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104718,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104719,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104720,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10798.0
SO104721,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104722,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104723,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104724,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104725,2022-06-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104726,2022-06-26,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,33906.56
SO104727,2022-06-26,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,24587.36
SO104728,2022-06-26,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,6758.7
SO104729,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6598.0
SO104730,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO104731,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104732,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104733,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104734,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12098.0
SO104735,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104736,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104737,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104738,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104739,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104740,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104741,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104742,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104743,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104744,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104745,2022-06-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO104746,2022-06-27,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,34713.8
SO104747,2022-06-27,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,6552.26
SO104748,2022-06-27,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,14613.1
SO104749,2022-06-27,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,8926.14
SO104750,2022-06-27,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12521.52
SO104751,2022-06-27,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,35829.18
SO104752,2022-06-27,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,29135.04
SO104753,2022-06-27,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,62424.7
SO104754,2022-06-27,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,27032.85
SO104755,2022-06-27,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,31198.78
SO104756,2022-06-27,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,27769.18
SO104757,2022-06-27,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,20991.94
SO104758,2022-06-27,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,26059.8
SO104759,2022-06-27,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,29177.85
SO104760,2022-06-27,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,15726.75
SO104761,2022-06-27,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,35952.56
SO104762,2022-06-27,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,15336.75
SO104763,2022-06-27,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,70749.56
SO104764,2022-06-27,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,25085.45
SO104765,2022-06-27,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,12149.52
SO104766,2022-06-27,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,7748.14
SO104767,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8598.0
SO104768,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104769,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
