purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_receipt_date,actual_receipt_date,lead_time_days,ordered_qty,received_qty,po_status
PO50535,1021,S001,Merida Industry,2022-11-25,2023-01-19,2023-01-19,55,60,60,Received
PO50536,1069,S001,Merida Industry,2022-11-25,2023-01-19,2023-01-19,55,61,61,Received
PO50537,1112,S001,Merida Industry,2022-11-27,2023-01-21,2023-01-21,55,60,60,Received
PO50538,1015,S001,Merida Industry,2022-11-28,2023-01-22,2023-01-22,55,65,65,Received
PO50539,1196,S002,Ideal Bike Corp,2022-11-28,2023-01-12,2023-01-12,45,62,62,Received
PO50540,1079,S001,Merida Industry,2022-11-29,2023-01-23,2023-01-23,55,62,62,Received
PO50541,1083,S001,Merida Industry,2022-11-29,2023-01-23,2023-01-23,55,60,60,Received
PO50542,1106,S001,Merida Industry,2022-11-29,2023-01-23,2023-01-23,55,63,63,Received
PO50543,1048,S001,Merida Industry,2022-11-30,2023-01-24,2023-01-24,55,61,61,Received
PO50544,1060,S001,Merida Industry,2022-12-01,2023-01-25,2023-01-25,55,60,60,Received
PO50545,1023,S001,Merida Industry,2022-12-02,2023-01-26,2023-01-26,55,60,60,Received
PO50546,1051,S001,Merida Industry,2022-12-02,2023-01-26,2023-01-26,55,62,62,Received
PO50547,1115,S001,Merida Industry,2022-12-02,2023-01-26,2023-01-26,55,60,60,Received
PO50548,1134,S001,Merida Industry,2022-12-05,2023-01-29,2023-01-29,55,60,60,Received
PO50549,1027,S001,Merida Industry,2022-12-06,2023-01-30,2023-01-30,55,60,60,Received
PO50550,1165,S001,Merida Industry,2022-12-06,2023-01-30,2023-01-30,55,62,62,Received
PO50551,1066,S001,Merida Industry,2022-12-09,2023-02-02,2023-02-02,55,60,60,Received
PO50552,1119,S001,Merida Industry,2022-12-12,2023-02-05,2023-02-05,55,61,61,Received
PO50553,1133,S001,Merida Industry,2022-12-13,2023-02-06,2023-02-06,55,61,61,Received
PO50554,1138,S001,Merida Industry,2022-12-14,2023-02-07,2023-02-07,55,62,62,Received
PO50555,1101,S001,Merida Industry,2022-12-16,2023-02-09,2023-02-09,55,61,61,Received
PO50556,1109,S001,Merida Industry,2022-12-17,2023-02-10,2023-02-10,55,60,60,Received
PO50557,1116,S001,Merida Industry,2022-12-18,2023-02-11,2023-02-11,55,60,60,Received
PO50558,1041,S001,Merida Industry,2022-12-19,2023-02-12,2023-02-12,55,62,62,Received
PO50559,1124,S001,Merida Industry,2022-12-23,2023-02-16,2023-02-16,55,60,60,Received
PO50560,1173,S001,Merida Industry,2022-12-23,2023-02-16,2023-02-16,55,61,61,Received
PO50561,1071,S001,Merida Industry,2022-12-24,2023-02-17,2023-02-17,55,60,60,Received
PO50562,1087,S001,Merida Industry,2022-12-24,2023-02-17,2023-02-17,55,61,61,Received
PO50563,1118,S001,Merida Industry,2022-12-24,2023-02-17,2023-02-17,55,63,63,Received
PO50564,1135,S001,Merida Industry,2022-12-24,2023-02-17,2023-02-17,55,60,60,Received
PO50565,1081,S001,Merida Industry,2022-12-26,2023-02-19,2023-02-19,55,60,60,Received
PO50566,1050,S001,Merida Industry,2022-12-27,2023-02-20,2023-02-20,55,61,61,Received
PO50567,1156,S001,Merida Industry,2022-12-27,2023-02-20,2023-02-20,55,63,63,Received
PO50568,1171,S001,Merida Industry,2022-12-27,2023-02-20,2023-02-20,55,61,61,Received
PO50569,1184,S002,Ideal Bike Corp,2022-12-27,2023-02-10,2023-02-10,45,61,61,Received
PO50570,1102,S001,Merida Industry,2022-12-28,2023-02-21,2023-02-21,55,70,70,Received
PO50571,1199,S002,Ideal Bike Corp,2022-12-28,2023-02-11,2023-02-11,45,61,61,Received
PO50572,1169,S001,Merida Industry,2022-12-29,2023-02-22,2023-02-22,55,63,63,Received
PO50573,1090,S001,Merida Industry,2022-12-30,2023-02-23,2023-02-23,55,61,61,Received
PO50574,1067,S001,Merida Industry,2022-12-31,2023-02-24,2023-02-24,55,60,60,Received
PO50575,1142,S001,Merida Industry,2023-01-03,2023-02-27,2023-02-27,55,62,62,Received
PO50576,1088,S001,Merida Industry,2023-01-05,2023-03-01,2023-03-01,55,61,61,Received
PO50577,1163,S001,Merida Industry,2023-01-08,2023-03-04,2023-03-04,55,60,60,Received
PO50578,1137,S001,Merida Industry,2023-01-10,2023-03-06,2023-03-06,55,61,61,Received
PO50579,1038,S001,Merida Industry,2023-01-12,2023-03-08,2023-03-08,55,60,60,Received
PO50580,1197,S002,Ideal Bike Corp,2023-01-13,2023-02-27,2023-02-27,45,61,61,Received
PO50581,1097,S001,Merida Industry,2023-01-16,2023-03-12,2023-03-12,55,60,60,Received
PO50582,1009,S001,Merida Industry,2023-01-17,2023-03-13,2023-03-13,55,61,61,Received
PO50583,1141,S001,Merida Industry,2023-01-18,2023-03-14,2023-03-14,55,62,62,Received
PO50584,1127,S001,Merida Industry,2023-01-19,2023-03-15,2023-03-15,55,60,60,Received
PO50585,1018,S001,Merida Industry,2023-01-21,2023-03-17,2023-03-17,55,62,62,Received
PO50586,1139,S001,Merida Industry,2023-01-21,2023-03-17,2023-03-17,55,62,62,Received
PO50587,1010,S001,Merida Industry,2023-01-23,2023-03-19,2023-03-19,55,62,62,Received
PO50588,1073,S001,Merida Industry,2023-01-23,2023-03-19,2023-03-19,55,62,62,Received
PO50589,1013,S001,Merida Industry,2023-01-24,2023-03-20,2023-03-20,55,60,60,Received
PO50590,1017,S001,Merida Industry,2023-01-24,2023-03-20,2023-03-20,55,60,60,Received
PO50591,1179,S001,Merida Industry,2023-01-24,2023-03-20,2023-03-20,55,60,60,Received
PO50592,1025,S001,Merida Industry,2023-01-26,2023-03-22,2023-03-22,55,63,63,Received
PO50593,1158,S001,Merida Industry,2023-01-26,2023-03-22,2023-03-22,55,62,62,Received
PO50594,1172,S001,Merida Industry,2023-01-26,2023-03-22,2023-03-22,55,60,60,Received
PO50595,1182,S002,Ideal Bike Corp,2023-01-26,2023-03-12,2023-03-12,45,60,60,Received
PO50596,1162,S001,Merida Industry,2023-01-29,2023-03-25,2023-03-25,55,62,62,Received
PO50597,1167,S001,Merida Industry,2023-01-29,2023-03-25,2023-03-25,55,60,60,Received
PO50598,1080,S001,Merida Industry,2023-01-30,2023-03-26,2023-03-26,55,61,61,Received
PO50599,1074,S001,Merida Industry,2023-01-31,2023-03-27,2023-03-27,55,61,61,Received
PO50600,1022,S001,Merida Industry,2023-02-02,2023-03-29,2023-03-29,55,60,60,Received
PO50601,1030,S001,Merida Industry,2023-02-02,2023-03-29,2023-03-29,55,60,60,Received
PO50602,1076,S001,Merida Industry,2023-02-03,2023-03-30,2023-03-30,55,62,62,Received
PO50603,1078,S001,Merida Industry,2023-02-03,2023-03-30,2023-03-30,55,61,61,Received
PO50604,1110,S001,Merida Industry,2023-02-03,2023-03-30,2023-03-30,55,60,60,Received
PO50605,1164,S001,Merida Industry,2023-02-05,2023-04-01,2023-04-01,55,60,60,Received
PO50606,1044,S001,Merida Industry,2023-02-06,2023-04-02,2023-04-02,55,60,60,Received
PO50607,1086,S001,Merida Industry,2023-02-06,2023-04-02,2023-04-02,55,62,62,Received
PO50608,1083,S001,Merida Industry,2023-02-07,2023-04-03,2023-04-03,55,60,60,Received
PO50609,1136,S001,Merida Industry,2023-02-07,2023-04-03,2023-04-03,55,60,60,Received
PO50610,1143,S001,Merida Industry,2023-02-08,2023-04-04,2023-04-04,55,60,60,Received
PO50611,1082,S001,Merida Industry,2023-02-09,2023-04-05,2023-04-05,55,68,68,Received
PO50612,1107,S001,Merida Industry,2023-02-09,2023-04-05,2023-04-05,55,60,60,Received
PO50613,1113,S001,Merida Industry,2023-02-09,2023-04-05,2023-04-05,55,65,65,Received
PO50614,1075,S001,Merida Industry,2023-02-10,2023-04-06,2023-04-06,55,60,60,Received
PO50615,1077,S001,Merida Industry,2023-02-10,2023-04-06,2023-04-06,55,62,62,Received
PO50616,1108,S001,Merida Industry,2023-02-10,2023-04-06,2023-04-06,55,66,66,Received
PO50617,1052,S001,Merida Industry,2023-02-12,2023-04-08,2023-04-08,55,62,62,Received
PO50618,1103,S001,Merida Industry,2023-02-13,2023-04-09,2023-04-09,55,60,60,Received
PO50619,1157,S001,Merida Industry,2023-02-13,2023-04-09,2023-04-09,55,60,60,Received
PO50620,1106,S001,Merida Industry,2023-02-14,2023-04-10,2023-04-10,55,64,64,Received
PO50621,1140,S001,Merida Industry,2023-02-14,2023-04-10,2023-04-10,55,61,61,Received
PO50622,1120,S001,Merida Industry,2023-02-15,2023-04-11,2023-04-11,55,63,63,Received
PO50623,1084,S001,Merida Industry,2023-02-17,2023-04-13,2023-04-13,55,61,61,Received
PO50624,1016,S001,Merida Industry,2023-02-20,2023-04-16,2023-04-16,55,62,62,Received
PO50625,1020,S001,Merida Industry,2023-02-20,2023-04-16,2023-04-16,55,60,60,Received
PO50626,1104,S001,Merida Industry,2023-02-20,2023-04-16,2023-04-16,55,60,60,Received
PO50627,1114,S001,Merida Industry,2023-02-20,2023-04-16,2023-04-16,55,60,60,Received
PO50628,1014,S001,Merida Industry,2023-02-22,2023-04-18,2023-04-18,55,60,60,Received
PO50629,1049,S001,Merida Industry,2023-02-22,2023-04-18,2023-04-18,55,60,60,Received
PO50630,1125,S001,Merida Industry,2023-02-22,2023-04-18,2023-04-18,55,62,62,Received
PO50631,1134,S001,Merida Industry,2023-02-22,2023-04-18,2023-04-18,55,60,60,Received
PO50632,1128,S001,Merida Industry,2023-02-23,2023-04-19,2023-04-19,55,61,61,Received
PO50633,1105,S001,Merida Industry,2023-02-24,2023-04-20,2023-04-20,55,60,60,Received
PO50634,1144,S001,Merida Industry,2023-02-27,2023-04-23,2023-04-23,55,61,61,Received
PO50635,1122,S001,Merida Industry,2023-02-28,2023-04-24,2023-04-24,55,60,60,Received
PO50636,1146,S001,Merida Industry,2023-02-28,2023-04-24,2023-04-24,55,60,60,Received
PO50637,1111,S001,Merida Industry,2023-03-02,2023-04-26,2023-04-26,55,61,61,Received
PO50638,1145,S001,Merida Industry,2023-03-02,2023-04-26,2023-04-26,55,62,62,Received
PO50639,1024,S001,Merida Industry,2023-03-03,2023-04-27,2023-04-27,55,60,60,Received
PO50640,1061,S001,Merida Industry,2023-03-03,2023-04-27,2023-04-27,55,60,60,Received
PO50641,1021,S001,Merida Industry,2023-03-04,2023-04-28,2023-04-28,55,61,61,Received
PO50642,1079,S001,Merida Industry,2023-03-04,2023-04-28,2023-04-28,55,60,60,Received
PO50643,1046,S001,Merida Industry,2023-03-06,2023-04-30,2023-04-30,55,61,61,Received
PO50644,1098,S001,Merida Industry,2023-03-06,2023-04-30,2023-04-30,55,61,61,Received
PO50645,1085,S001,Merida Industry,2023-03-07,2023-05-01,2023-05-01,55,60,60,Received
PO50646,1131,S001,Merida Industry,2023-03-07,2023-05-01,2023-05-01,55,60,60,Received
PO50647,1133,S001,Merida Industry,2023-03-08,2023-05-02,2023-05-02,55,60,60,Received
PO50648,1147,S001,Merida Industry,2023-03-08,2023-05-02,2023-05-02,55,68,68,Received
PO50649,1081,S001,Merida Industry,2023-03-10,2023-05-04,2023-05-04,55,64,64,Received
PO50650,1188,S002,Ideal Bike Corp,2023-03-10,2023-04-24,2023-04-24,45,60,60,Received
PO50651,1054,S001,Merida Industry,2023-03-12,2023-05-06,2023-05-06,55,60,60,Received
PO50652,1161,S001,Merida Industry,2023-03-12,2023-05-06,2023-05-06,55,61,61,Received
PO50653,1001,S001,Merida Industry,2023-03-13,2023-05-07,2023-05-07,55,61,61,Received
PO50654,1072,S001,Merida Industry,2023-03-13,2023-05-07,2023-05-07,55,67,67,Received
PO50655,1023,S001,Merida Industry,2023-03-14,2023-05-08,2023-05-08,55,60,60,Received
PO50656,1019,S001,Merida Industry,2023-03-15,2023-05-09,2023-05-09,55,60,60,Received
PO50657,1047,S001,Merida Industry,2023-03-15,2023-05-09,2023-05-09,55,60,60,Received
PO50658,1059,S001,Merida Industry,2023-03-15,2023-05-09,2023-05-09,55,60,60,Received
PO50659,1099,S001,Merida Industry,2023-03-15,2023-05-09,2023-05-09,55,60,60,Received
PO50660,1109,S001,Merida Industry,2023-03-15,2023-05-09,2023-05-09,55,60,60,Received
PO50661,1181,S002,Ideal Bike Corp,2023-03-15,2023-04-29,2023-04-29,45,61,61,Received
PO50662,1068,S001,Merida Industry,2023-03-16,2023-05-10,2023-05-10,55,60,60,Received
PO50663,1112,S001,Merida Industry,2023-03-16,2023-05-10,2023-05-10,55,60,60,Received
PO50664,1138,S001,Merida Industry,2023-03-16,2023-05-10,2023-05-10,55,61,61,Received
PO50665,1100,S001,Merida Industry,2023-03-17,2023-05-11,2023-05-11,55,63,63,Received
PO50666,1117,S001,Merida Industry,2023-03-19,2023-05-13,2023-05-13,55,62,62,Received
PO50667,1201,S002,Ideal Bike Corp,2023-03-19,2023-05-03,2023-05-03,45,62,62,Received
PO50668,1015,S001,Merida Industry,2023-03-20,2023-05-14,2023-05-14,55,60,60,Received
PO50669,1132,S001,Merida Industry,2023-03-20,2023-05-14,2023-05-14,55,60,60,Received
PO50670,1029,S001,Merida Industry,2023-03-21,2023-05-15,2023-05-15,55,61,61,Received
PO50671,1069,S001,Merida Industry,2023-03-21,2023-05-15,2023-05-15,55,60,60,Received
PO50672,1070,S001,Merida Industry,2023-03-21,2023-05-15,2023-05-15,55,61,61,Received
PO50673,1115,S001,Merida Industry,2023-03-21,2023-05-15,2023-05-15,55,62,62,Received
PO50674,1130,S001,Merida Industry,2023-03-21,2023-05-15,2023-05-15,55,61,61,Received
PO50675,1200,S002,Ideal Bike Corp,2023-03-21,2023-05-05,2023-05-05,45,63,63,Received
PO50676,1008,S001,Merida Industry,2023-03-22,2023-05-16,2023-05-16,55,64,64,Received
PO50677,1067,S001,Merida Industry,2023-03-22,2023-05-16,2023-05-16,55,62,62,Received
PO50678,1071,S001,Merida Industry,2023-03-22,2023-05-16,2023-05-16,55,60,60,Received
PO50679,1135,S001,Merida Industry,2023-03-23,2023-05-17,2023-05-17,55,60,60,Received
PO50680,1045,S001,Merida Industry,2023-03-24,2023-05-18,2023-05-18,55,60,60,Received
PO50681,1137,S001,Merida Industry,2023-03-24,2023-05-18,2023-05-18,55,63,63,Received
PO50682,1118,S001,Merida Industry,2023-03-27,2023-05-21,2023-05-21,55,60,60,Received
PO50683,1142,S001,Merida Industry,2023-03-27,2023-05-21,2023-05-21,55,60,60,Received
PO50684,1149,S001,Merida Industry,2023-03-27,2023-05-21,2023-05-21,55,62,62,Received
PO50685,1057,S001,Merida Industry,2023-03-29,2023-05-23,2023-05-23,55,60,60,Received
PO50686,1174,S001,Merida Industry,2023-03-30,2023-05-24,2023-05-24,55,62,62,Received
PO50687,1012,S001,Merida Industry,2023-03-31,2023-05-25,2023-05-25,55,62,62,Received
PO50688,1087,S001,Merida Industry,2023-03-31,2023-05-25,2023-05-25,55,63,63,Received
PO50689,1096,S001,Merida Industry,2023-03-31,2023-05-25,2023-05-25,55,61,61,Received
PO50690,1119,S001,Merida Industry,2023-04-03,2023-05-28,2023-05-28,55,60,60,Received
PO50691,1168,S001,Merida Industry,2023-04-03,2023-05-28,2023-05-28,55,60,60,Received
PO50692,1073,S001,Merida Industry,2023-04-04,2023-05-29,2023-05-29,55,60,60,Received
PO50693,1089,S001,Merida Industry,2023-04-04,2023-05-29,2023-05-29,55,60,60,Received
PO50694,1092,S001,Merida Industry,2023-04-04,2023-05-29,2023-05-29,55,60,60,Received
PO50695,1074,S001,Merida Industry,2023-04-05,2023-05-30,2023-05-30,55,60,60,Received
PO50696,1090,S001,Merida Industry,2023-04-05,2023-05-30,2023-05-30,55,64,64,Received
PO50697,1101,S001,Merida Industry,2023-04-06,2023-05-31,2023-05-31,55,60,60,Received
PO50698,1198,S002,Ideal Bike Corp,2023-04-06,2023-05-21,2023-05-21,45,62,62,Received
PO50699,1129,S001,Merida Industry,2023-04-07,2023-06-01,2023-06-01,55,60,60,Received
PO50700,1183,S002,Ideal Bike Corp,2023-04-08,2023-05-23,2023-05-23,45,62,62,Received
PO50701,1026,S001,Merida Industry,2023-04-10,2023-06-04,2023-06-04,55,61,61,Received
PO50702,1028,S001,Merida Industry,2023-04-10,2023-06-04,2023-06-04,55,62,62,Received
PO50703,1043,S001,Merida Industry,2023-04-10,2023-06-04,2023-06-04,55,60,60,Received
PO50704,1051,S001,Merida Industry,2023-04-10,2023-06-04,2023-06-04,55,60,60,Received
PO50705,1088,S001,Merida Industry,2023-04-10,2023-06-04,2023-06-04,55,60,60,Received
PO50706,1013,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,60,60,Received
PO50707,1017,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,61,61,Received
PO50708,1018,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,63,63,Received
PO50709,1042,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,62,62,Received
PO50710,1139,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,60,60,Received
PO50711,1176,S001,Merida Industry,2023-04-12,2023-06-06,2023-06-06,55,60,60,Received
PO50712,1078,S001,Merida Industry,2023-04-13,2023-06-07,2023-06-07,55,60,60,Received
PO50713,1110,S001,Merida Industry,2023-04-13,2023-06-07,2023-06-07,55,64,64,Received
PO50714,1076,S001,Merida Industry,2023-04-14,2023-06-08,2023-06-08,55,63,63,Received
PO50715,1080,S001,Merida Industry,2023-04-14,2023-06-08,2023-06-08,55,62,62,Received
PO50716,1053,S001,Merida Industry,2023-04-15,2023-06-09,2023-06-09,55,61,61,Received
PO50717,1083,S001,Merida Industry,2023-04-16,2023-06-10,2023-06-10,55,60,60,Received
PO50718,1091,S001,Merida Industry,2023-04-17,2023-06-11,2023-06-11,55,61,61,Received
PO50719,1148,S001,Merida Industry,2023-04-17,2023-06-11,2023-06-11,55,63,63,Received
PO50720,1005,S001,Merida Industry,2023-04-18,2023-06-12,2023-06-12,55,63,63,Received
PO50721,1011,S001,Merida Industry,2023-04-18,2023-06-12,2023-06-12,55,62,62,Received
PO50722,1077,S001,Merida Industry,2023-04-18,2023-06-12,2023-06-12,55,65,65,Received
PO50723,1097,S001,Merida Industry,2023-04-18,2023-06-12,2023-06-12,55,61,61,Received
PO50724,1141,S001,Merida Industry,2023-04-18,2023-06-12,2023-06-12,55,61,61,Received
PO50725,1048,S001,Merida Industry,2023-04-19,2023-06-13,2023-06-13,55,63,63,Received
PO50726,1086,S001,Merida Industry,2023-04-19,2023-06-13,2023-06-13,55,62,62,Received
PO50727,1116,S001,Merida Industry,2023-04-19,2023-06-13,2023-06-13,55,67,67,Received
PO50728,1108,S001,Merida Industry,2023-04-20,2023-06-14,2023-06-14,55,61,61,Received
PO50729,1106,S001,Merida Industry,2023-04-21,2023-06-15,2023-06-15,55,61,61,Received
PO50730,1136,S001,Merida Industry,2023-04-22,2023-06-16,2023-06-16,55,60,60,Received
PO50731,1113,S001,Merida Industry,2023-04-23,2023-06-17,2023-06-17,55,61,61,Received
PO50732,1107,S001,Merida Industry,2023-04-24,2023-06-18,2023-06-18,55,63,63,Received
PO50733,1050,S001,Merida Industry,2023-04-25,2023-06-19,2023-06-19,55,62,62,Received
PO50734,1082,S001,Merida Industry,2023-04-25,2023-06-19,2023-06-19,55,64,64,Received
PO50735,1159,S001,Merida Industry,2023-04-25,2023-06-19,2023-06-19,55,64,64,Received
PO50736,1166,S001,Merida Industry,2023-04-25,2023-06-19,2023-06-19,55,61,61,Received
PO50737,1007,S001,Merida Industry,2023-04-26,2023-06-20,2023-06-20,55,61,61,Received
PO50738,1055,S001,Merida Industry,2023-04-26,2023-06-20,2023-06-20,55,63,63,Received
PO50739,1103,S001,Merida Industry,2023-04-26,2023-06-20,2023-06-20,55,62,62,Received
PO50740,1075,S001,Merida Industry,2023-04-27,2023-06-21,2023-06-21,55,65,65,Received
PO50741,1194,S002,Ideal Bike Corp,2023-04-29,2023-06-13,2023-06-13,45,60,60,Received
PO50742,1022,S001,Merida Industry,2023-05-01,2023-06-25,2023-06-25,55,61,61,Received
PO50743,1102,S001,Merida Industry,2023-05-01,2023-06-25,2023-06-25,55,60,60,Received
PO50744,1104,S001,Merida Industry,2023-05-02,2023-06-26,2023-06-26,55,61,61,Received
PO50745,1114,S001,Merida Industry,2023-05-02,2023-06-26,2023-06-26,55,60,60,Received
PO50746,1150,S001,Merida Industry,2023-05-02,2023-06-26,2023-06-26,55,62,62,Received
PO50747,1027,S001,Merida Industry,2023-05-03,2023-06-27,2023-06-27,55,61,61,Received
PO50748,1084,S001,Merida Industry,2023-05-03,2023-06-27,2023-06-27,55,60,60,Received
PO50749,1134,S001,Merida Industry,2023-05-03,2023-06-27,2023-06-27,55,60,60,Received
PO50750,1063,S001,Merida Industry,2023-05-04,2023-06-28,2023-06-28,55,62,62,Received
PO50751,1143,S001,Merida Industry,2023-05-04,2023-06-28,2023-06-28,55,63,63,Received
PO50752,1079,S001,Merida Industry,2023-05-08,2023-07-02,2023-07-02,55,62,62,Received
PO50753,1105,S001,Merida Industry,2023-05-08,2023-07-02,2023-07-02,55,63,63,Received
PO50754,1165,S001,Merida Industry,2023-05-08,2023-07-02,2023-07-02,55,61,61,Received
PO50755,1014,S001,Merida Industry,2023-05-09,2023-07-03,2023-07-03,55,60,60,Received
PO50756,1016,S001,Merida Industry,2023-05-09,2023-07-03,2023-07-03,55,62,62,Received
PO50757,1044,S001,Merida Industry,2023-05-09,2023-07-03,2023-07-03,55,61,61,Received
PO50758,1030,S001,Merida Industry,2023-05-11,2023-07-05,2023-07-05,55,62,62,Received
PO50759,1127,S001,Merida Industry,2023-05-11,2023-07-05,2023-07-05,55,60,60,Received
PO50760,1140,S001,Merida Industry,2023-05-13,2023-07-07,2023-07-07,55,61,61,Received
PO50761,1133,S001,Merida Industry,2023-05-14,2023-07-08,2023-07-08,55,60,60,Received
PO50762,1178,S001,Merida Industry,2023-05-14,2023-07-08,2023-07-08,55,60,60,Received
PO50763,1009,S001,Merida Industry,2023-05-15,2023-07-09,2023-07-09,55,62,62,Received
PO50764,1025,S001,Merida Industry,2023-05-15,2023-07-09,2023-07-09,55,60,60,Received
PO50765,1111,S001,Merida Industry,2023-05-15,2023-07-09,2023-07-09,55,60,60,Received
PO50766,1020,S001,Merida Industry,2023-05-16,2023-07-10,2023-07-10,55,61,61,Received
PO50767,1039,S001,Merida Industry,2023-05-16,2023-07-10,2023-07-10,55,62,62,Received
PO50768,1024,S001,Merida Industry,2023-05-17,2023-07-11,2023-07-11,55,60,60,Received
PO50769,1041,S001,Merida Industry,2023-05-17,2023-07-11,2023-07-11,55,61,61,Received
PO50770,1081,S001,Merida Industry,2023-05-17,2023-07-11,2023-07-11,55,62,62,Received
PO50771,1120,S001,Merida Industry,2023-05-17,2023-07-11,2023-07-11,55,60,60,Received
PO50772,1021,S001,Merida Industry,2023-05-18,2023-07-12,2023-07-12,55,60,60,Received
PO50773,1095,S001,Merida Industry,2023-05-18,2023-07-12,2023-07-12,55,61,61,Received
PO50774,1171,S001,Merida Industry,2023-05-18,2023-07-12,2023-07-12,55,60,60,Received
PO50775,1010,S001,Merida Industry,2023-05-19,2023-07-13,2023-07-13,55,61,61,Received
PO50776,1037,S001,Merida Industry,2023-05-19,2023-07-13,2023-07-13,55,60,60,Received
PO50777,1193,S002,Ideal Bike Corp,2023-05-19,2023-07-03,2023-07-03,45,61,61,Received
PO50778,1163,S001,Merida Industry,2023-05-21,2023-07-15,2023-07-15,55,60,60,Received
PO50779,1062,S001,Merida Industry,2023-05-22,2023-07-16,2023-07-16,55,60,60,Received
PO50780,1064,S001,Merida Industry,2023-05-22,2023-07-16,2023-07-16,55,60,60,Received
PO50781,1109,S001,Merida Industry,2023-05-22,2023-07-16,2023-07-16,55,63,63,Received
PO50782,1191,S002,Ideal Bike Corp,2023-05-23,2023-07-07,2023-07-07,45,60,60,Received
PO50783,1203,S002,Ideal Bike Corp,2023-05-23,2023-07-07,2023-07-07,45,60,60,Received
PO50784,1023,S001,Merida Industry,2023-05-24,2023-07-18,2023-07-18,55,62,62,Received
PO50785,1098,S001,Merida Industry,2023-05-24,2023-07-18,2023-07-18,55,65,65,Received
PO50786,1195,S002,Ideal Bike Corp,2023-05-24,2023-07-08,2023-07-08,45,60,60,Received
PO50787,1202,S002,Ideal Bike Corp,2023-05-24,2023-07-08,2023-07-08,45,61,61,Received
PO50788,1049,S001,Merida Industry,2023-05-25,2023-07-19,2023-07-19,55,62,62,Received
PO50789,1196,S002,Ideal Bike Corp,2023-05-25,2023-07-09,2023-07-09,45,61,61,Received
PO50790,1085,S001,Merida Industry,2023-05-28,2023-07-22,2023-07-22,55,62,62,Received
PO50791,1019,S001,Merida Industry,2023-05-29,2023-07-23,2023-07-23,55,62,62,Received
PO50792,1112,S001,Merida Industry,2023-05-30,2023-07-24,2023-07-24,55,62,62,Received
PO50793,1144,S001,Merida Industry,2023-05-31,2023-07-25,2023-07-25,55,60,60,Received
PO50794,1060,S001,Merida Industry,2023-06-01,2023-07-26,2023-07-26,55,61,61,Received
PO50795,1038,S001,Merida Industry,2023-06-02,2023-07-27,2023-07-27,55,60,60,Received
PO50796,1167,S001,Merida Industry,2023-06-02,2023-07-27,2023-07-27,55,60,60,Received
PO50797,1068,S001,Merida Industry,2023-06-03,2023-07-28,2023-07-28,55,62,62,Received
PO50798,1052,S001,Merida Industry,2023-06-05,2023-07-30,2023-07-30,55,61,61,Received
PO50799,1094,S001,Merida Industry,2023-06-05,2023-07-30,2023-07-30,55,60,60,Received
PO50800,1199,S002,Ideal Bike Corp,2023-06-05,2023-07-20,2023-07-20,45,61,61,Received
PO50801,1135,S001,Merida Industry,2023-06-06,2023-07-31,2023-07-31,55,63,63,Received
PO50802,1137,S001,Merida Industry,2023-06-06,2023-07-31,2023-07-31,55,63,63,Received
PO50803,1138,S001,Merida Industry,2023-06-06,2023-07-31,2023-07-31,55,60,60,Received
PO50804,1004,S001,Merida Industry,2023-06-07,2023-08-01,2023-08-01,55,60,60,Received
PO50805,1117,S001,Merida Industry,2023-06-07,2023-08-01,2023-08-01,55,66,66,Received
PO50806,1145,S001,Merida Industry,2023-06-07,2023-08-01,2023-08-01,55,61,61,Received
PO50807,1131,S001,Merida Industry,2023-06-08,2023-08-02,2023-08-02,55,60,60,Received
PO50808,1146,S001,Merida Industry,2023-06-08,2023-08-02,2023-08-02,55,60,60,Received
PO50809,1056,S001,Merida Industry,2023-06-09,2023-08-03,2023-08-03,55,65,65,Received
PO50810,1071,S001,Merida Industry,2023-06-09,2023-08-03,2023-08-03,55,61,61,Received
PO50811,1164,S001,Merida Industry,2023-06-09,2023-08-03,2023-08-03,55,60,60,Received
PO50812,1173,S001,Merida Industry,2023-06-09,2023-08-03,2023-08-03,55,61,61,Received
PO50813,1015,S001,Merida Industry,2023-06-10,2023-08-04,2023-08-04,55,61,61,Received
PO50814,1099,S001,Merida Industry,2023-06-10,2023-08-04,2023-08-04,55,60,60,Received
PO50815,1070,S001,Merida Industry,2023-06-12,2023-08-06,2023-08-06,55,62,62,Received
PO50816,1073,S001,Merida Industry,2023-06-12,2023-08-06,2023-08-06,55,60,60,Received
PO50817,1115,S001,Merida Industry,2023-06-12,2023-08-06,2023-08-06,55,60,60,Received
PO50818,1046,S001,Merida Industry,2023-06-13,2023-08-07,2023-08-07,55,64,64,Received
PO50819,1058,S001,Merida Industry,2023-06-13,2023-08-07,2023-08-07,55,61,61,Received
PO50820,1132,S001,Merida Industry,2023-06-14,2023-08-08,2023-08-08,55,61,61,Received
PO50821,1061,S001,Merida Industry,2023-06-15,2023-08-09,2023-08-09,55,61,61,Received
PO50822,1074,S001,Merida Industry,2023-06-15,2023-08-09,2023-08-09,55,63,63,Received
